Open,High,Low,Close,Volume,Dividends,Stock Splits,Pct Change,Signal,PnL,PnL(%)
24919.349609375,25079.19921875,24900.5,25001.150390625,302800,0.0,0.0,0.5954979456279652,Buy CE,1.0,1.0
24956.650390625,25062.900390625,24704.099609375,24826.19921875,525700,0.0,0.0,-0.6997724870316469,Buy PE,1.0,1.0
24832.5,24864.25,24737.05078125,24752.44921875,684400,0.0,0.0,-0.29706520659956714,No Trade,0.0,0.0
24825.099609375,24892.599609375,24677.30078125,24833.599609375,0,0.0,0.0,0.3278479228775888,No Trade,0.0,0.0
